imageurl,description,productname
/viewprodimage.php?modelid=5018,"<tr>
            <td align=""right"" width=""200""><img src=""/viewprodimage.php?modelid=5018"" border=""0""></td><td valign=""top"">
            <table border=""0"" cellspacing=""1"" cellpadding=""0""><td colspan=""3""> <table border=""0"" cellspacing=""1"" cellpadding=""0"" bgcolor=""#000000""><tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CRD7 (15 Kgs.)</b></font> </td></tr></table></td></tr></table></td><tr><td colspan=""3"" class=""value""><br><ul><li>IMPORTED Hexagonal RUBBER Dumbbell. </li><li>
Metel Insert</li><li>Colour : Black.</li><li>
Weight : 15 Kgs.
</li><ul>
<br> </ul></ul></td></tr><tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Pair</td></tr>
<!--
# Start for Shopping cart Disable
<TR><form name=""frm"" method=""post"" action=""addtocart.php"">
<TD valign=top colspan=3 class=field><BR>
<input type=hidden name=product_name value=""Fitness Accessories>>Dumbbells>>Rubber"">
<input type=hidden name=modelid value=""5018"">

Qty.
 <input type=""text"" name=""quantity"" size=2>&nbsp;&nbsp;
<select name=unit>
          <option value='pieces'>Pieces</option>
          <option value='dozen'>Dozen</option>
        </select>

<input align=top type=""image"" src=""/button.php?type=2&button=Add to Cart"" name=""Submit"" value=""Add To Shopping Cart"">
</form></TD></TR>
# End for shopping cart Disable
-->
</table>
</td></tr>,<tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CRD7 (15 Kgs.)</b></font> </td></tr></table></td></tr>,<tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CRD7 (15 Kgs.)</b></font> </td></tr>,<tr><td colspan=""3"" class=""value""><br><ul><li>IMPORTED Hexagonal RUBBER Dumbbell. </li><li>
Metel Insert</li><li>Colour : Black.</li><li>
Weight : 15 Kgs.
</li><ul>
<br> </ul></ul></td></tr>,<tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Pair</td></tr>",CRD7 (15 Kgs.)
/viewprodimage.php?modelid=5017,"<tr>
            <td align=""right"" width=""200""><img src=""/viewprodimage.php?modelid=5017"" border=""0""></td><td valign=""top"">
            <table border=""0"" cellspacing=""1"" cellpadding=""0""><td colspan=""3""> <table border=""0"" cellspacing=""1"" cellpadding=""0"" bgcolor=""#000000""><tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CRD6 (12½ Kgs.)</b></font> </td></tr></table></td></tr></table></td><tr><td colspan=""3"" class=""value""><br><ul><li>IMPORTED Hexagonal RUBBER Dumbbell. </li><li>
Metel Insert</li><li>Colour : Black.</li><li>
Weight : 12.5 Kgs.
</li><ul> 
<br></ul></ul></td></tr><tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Pair</td></tr>
<!--
# Start for Shopping cart Disable
<TR><form name=""frm"" method=""post"" action=""addtocart.php"">
<TD valign=top colspan=3 class=field><BR>
<input type=hidden name=product_name value=""Fitness Accessories>>Dumbbells>>Rubber"">
<input type=hidden name=modelid value=""5017"">

Qty.
 <input type=""text"" name=""quantity"" size=2>&nbsp;&nbsp;
<select name=unit>
          <option value='pieces'>Pieces</option>
          <option value='dozen'>Dozen</option>
        </select>

<input align=top type=""image"" src=""/button.php?type=2&button=Add to Cart"" name=""Submit"" value=""Add To Shopping Cart"">
</form></TD></TR>
# End for shopping cart Disable
-->
</table>
</td></tr>,<tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CRD6 (12½ Kgs.)</b></font> </td></tr></table></td></tr>,<tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CRD6 (12½ Kgs.)</b></font> </td></tr>,<tr><td colspan=""3"" class=""value""><br><ul><li>IMPORTED Hexagonal RUBBER Dumbbell. </li><li>
Metel Insert</li><li>Colour : Black.</li><li>
Weight : 12.5 Kgs.
</li><ul> 
<br></ul></ul></td></tr>,<tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Pair</td></tr>",CRD6 (12½ Kgs.)
/viewprodimage.php?modelid=5016,"<tr>
            <td align=""right"" width=""200""><img src=""/viewprodimage.php?modelid=5016"" border=""0""></td><td valign=""top"">
            <table border=""0"" cellspacing=""1"" cellpadding=""0""><td colspan=""3""> <table border=""0"" cellspacing=""1"" cellpadding=""0"" bgcolor=""#000000""><tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CRD5 (10 Kgs.)</b></font> </td></tr></table></td></tr></table></td><tr><td colspan=""3"" class=""value""><br><ul><li>IMPORTED Hexagonal RUBBER Dumbbell. </li><li>
Metel Insert</li><li>Colour : Black.</li><li>
Weight : 10 Kgs.
</li><ul> 
<br></ul></ul></td></tr><tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Pair</td></tr>
<!--
# Start for Shopping cart Disable
<TR><form name=""frm"" method=""post"" action=""addtocart.php"">
<TD valign=top colspan=3 class=field><BR>
<input type=hidden name=product_name value=""Fitness Accessories>>Dumbbells>>Rubber"">
<input type=hidden name=modelid value=""5016"">

Qty.
 <input type=""text"" name=""quantity"" size=2>&nbsp;&nbsp;
<select name=unit>
          <option value='pieces'>Pieces</option>
          <option value='dozen'>Dozen</option>
        </select>

<input align=top type=""image"" src=""/button.php?type=2&button=Add to Cart"" name=""Submit"" value=""Add To Shopping Cart"">
</form></TD></TR>
# End for shopping cart Disable
-->
</table>
</td></tr>,<tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CRD5 (10 Kgs.)</b></font> </td></tr></table></td></tr>,<tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CRD5 (10 Kgs.)</b></font> </td></tr>,<tr><td colspan=""3"" class=""value""><br><ul><li>IMPORTED Hexagonal RUBBER Dumbbell. </li><li>
Metel Insert</li><li>Colour : Black.</li><li>
Weight : 10 Kgs.
</li><ul> 
<br></ul></ul></td></tr>,<tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Pair</td></tr>",CRD5 (10 Kgs.)
/viewprodimage.php?modelid=5015,"<tr>
            <td align=""right"" width=""200""><img src=""/viewprodimage.php?modelid=5015"" border=""0""></td><td valign=""top"">
            <table border=""0"" cellspacing=""1"" cellpadding=""0""><td colspan=""3""> <table border=""0"" cellspacing=""1"" cellpadding=""0"" bgcolor=""#000000""><tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CRD4 (7½ Kgs.)</b></font> </td></tr></table></td></tr></table></td><tr><td colspan=""3"" class=""value""><br><ul><li>IMPORTED Hexagonal RUBBER Dumbbell. </li><li>
Metel Insert</li><li>Colour : Black.</li><li>
Weight : 7.5 Kgs.
</li><ul> 
<br></ul></ul></td></tr><tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Pair</td></tr>
<!--
# Start for Shopping cart Disable
<TR><form name=""frm"" method=""post"" action=""addtocart.php"">
<TD valign=top colspan=3 class=field><BR>
<input type=hidden name=product_name value=""Fitness Accessories>>Dumbbells>>Rubber"">
<input type=hidden name=modelid value=""5015"">

Qty.
 <input type=""text"" name=""quantity"" size=2>&nbsp;&nbsp;
<select name=unit>
          <option value='pieces'>Pieces</option>
          <option value='dozen'>Dozen</option>
        </select>

<input align=top type=""image"" src=""/button.php?type=2&button=Add to Cart"" name=""Submit"" value=""Add To Shopping Cart"">
</form></TD></TR>
# End for shopping cart Disable
-->
</table>
</td></tr>,<tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CRD4 (7½ Kgs.)</b></font> </td></tr></table></td></tr>,<tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CRD4 (7½ Kgs.)</b></font> </td></tr>,<tr><td colspan=""3"" class=""value""><br><ul><li>IMPORTED Hexagonal RUBBER Dumbbell. </li><li>
Metel Insert</li><li>Colour : Black.</li><li>
Weight : 7.5 Kgs.
</li><ul> 
<br></ul></ul></td></tr>,<tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Pair</td></tr>",CRD4 (7½ Kgs.)
/viewprodimage.php?modelid=5014,"<tr>
            <td align=""right"" width=""200""><img src=""/viewprodimage.php?modelid=5014"" border=""0""></td><td valign=""top"">
            <table border=""0"" cellspacing=""1"" cellpadding=""0""><td colspan=""3""> <table border=""0"" cellspacing=""1"" cellpadding=""0"" bgcolor=""#000000""><tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CRD3 (5 Kgs.)</b></font> </td></tr></table></td></tr></table></td><tr><td colspan=""3"" class=""value""><br><ul><li>IMPORTED Hexagonal RUBBER Dumbbell. </li><li>
Metel Insert</li><li>Colour : Black.</li><li>
Weight : 5 Kgs.
</li><ul> 
<br></ul></ul></td></tr><tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Pair</td></tr>
<!--
# Start for Shopping cart Disable
<TR><form name=""frm"" method=""post"" action=""addtocart.php"">
<TD valign=top colspan=3 class=field><BR>
<input type=hidden name=product_name value=""Fitness Accessories>>Dumbbells>>Rubber"">
<input type=hidden name=modelid value=""5014"">

Qty.
 <input type=""text"" name=""quantity"" size=2>&nbsp;&nbsp;
<select name=unit>
          <option value='pieces'>Pieces</option>
          <option value='dozen'>Dozen</option>
        </select>

<input align=top type=""image"" src=""/button.php?type=2&button=Add to Cart"" name=""Submit"" value=""Add To Shopping Cart"">
</form></TD></TR>
# End for shopping cart Disable
-->
</table>
</td></tr>,<tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CRD3 (5 Kgs.)</b></font> </td></tr></table></td></tr>,<tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CRD3 (5 Kgs.)</b></font> </td></tr>,<tr><td colspan=""3"" class=""value""><br><ul><li>IMPORTED Hexagonal RUBBER Dumbbell. </li><li>
Metel Insert</li><li>Colour : Black.</li><li>
Weight : 5 Kgs.
</li><ul> 
<br></ul></ul></td></tr>,<tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Pair</td></tr>",CRD3 (5 Kgs.)
/viewprodimage.php?modelid=5012,"<tr>
            <td align=""right"" width=""200""><img src=""/viewprodimage.php?modelid=5012"" border=""0""></td><td valign=""top"">
            <table border=""0"" cellspacing=""1"" cellpadding=""0""><td colspan=""3""> <table border=""0"" cellspacing=""1"" cellpadding=""0"" bgcolor=""#000000""><tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CRD1 (1 Kg.)</b></font> </td></tr></table></td></tr></table></td><tr><td colspan=""3"" class=""value""><br><ul><li>IMPORTED Hexagonal RUBBER Dumbbell. </li><li>
Metel Insert</li><li>Colour : Black.</li><li>
Weight : 1 Kg.
</li><ul> 
<br></ul></ul></td></tr><tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Pair</td></tr>
<!--
# Start for Shopping cart Disable
<TR><form name=""frm"" method=""post"" action=""addtocart.php"">
<TD valign=top colspan=3 class=field><BR>
<input type=hidden name=product_name value=""Fitness Accessories>>Dumbbells>>Rubber"">
<input type=hidden name=modelid value=""5012"">

Qty.
 <input type=""text"" name=""quantity"" size=2>&nbsp;&nbsp;
<select name=unit>
          <option value='pieces'>Pieces</option>
          <option value='dozen'>Dozen</option>
        </select>

<input align=top type=""image"" src=""/button.php?type=2&button=Add to Cart"" name=""Submit"" value=""Add To Shopping Cart"">
</form></TD></TR>
# End for shopping cart Disable
-->
</table>
</td></tr>,<tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CRD1 (1 Kg.)</b></font> </td></tr></table></td></tr>,<tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CRD1 (1 Kg.)</b></font> </td></tr>,<tr><td colspan=""3"" class=""value""><br><ul><li>IMPORTED Hexagonal RUBBER Dumbbell. </li><li>
Metel Insert</li><li>Colour : Black.</li><li>
Weight : 1 Kg.
</li><ul> 
<br></ul></ul></td></tr>,<tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Pair</td></tr>",CRD1 (1 Kg.)
/viewprodimage.php?modelid=5035,"<tr>
            <td align=""right"" width=""200""><img src=""/viewprodimage.php?modelid=5035"" border=""0""></td><td valign=""top"">
            <table border=""0"" cellspacing=""1"" cellpadding=""0""><td colspan=""3""> <table border=""0"" cellspacing=""1"" cellpadding=""0"" bgcolor=""#000000""><tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CWP 8 (20 Kg.)</b></font> </td></tr></table></td></tr></table></td><tr><td colspan=""3"" class=""value""><br><ul><li>Rubber Wight Plate with Metal Insert.</li><li><b>IMPORTED</b>. 
</li><li>Colour : Black.
</li><li>Inner Diameter 30mm / 50 mm.
</li><li><b>Weight : 20 Kgs.</b>
 </li></ul></td></tr><tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>
<!--
# Start for Shopping cart Disable
<TR><form name=""frm"" method=""post"" action=""addtocart.php"">
<TD valign=top colspan=3 class=field><BR>
<input type=hidden name=product_name value=""Fitness Accessories>>Weight Plates>>Rubber"">
<input type=hidden name=modelid value=""5035"">

Qty.
 <input type=""text"" name=""quantity"" size=2>&nbsp;&nbsp;
<select name=unit>
          <option value='pieces'>Pieces</option>
          <option value='dozen'>Dozen</option>
        </select>

<input align=top type=""image"" src=""/button.php?type=2&button=Add to Cart"" name=""Submit"" value=""Add To Shopping Cart"">
</form></TD></TR>
# End for shopping cart Disable
-->
</table>
</td></tr>,<tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CWP 8 (20 Kg.)</b></font> </td></tr></table></td></tr>,<tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CWP 8 (20 Kg.)</b></font> </td></tr>,<tr><td colspan=""3"" class=""value""><br><ul><li>Rubber Wight Plate with Metal Insert.</li><li><b>IMPORTED</b>. 
</li><li>Colour : Black.
</li><li>Inner Diameter 30mm / 50 mm.
</li><li><b>Weight : 20 Kgs.</b>
 </li></ul></td></tr>,<tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>",CWP 8 (20 Kg.)
/viewprodimage.php?modelid=5033,"<tr>
            <td align=""right"" width=""200""><img src=""/viewprodimage.php?modelid=5033"" border=""0""></td><td valign=""top"">
            <table border=""0"" cellspacing=""1"" cellpadding=""0""><td colspan=""3""> <table border=""0"" cellspacing=""1"" cellpadding=""0"" bgcolor=""#000000""><tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CWP5 (10 Kg.)</b></font> </td></tr></table></td></tr></table></td><tr><td colspan=""3"" class=""value""><br><ul><li>Rubber Wight Plate with Metal Insert.</li><li><b>IMPORTED</b>. 
</li><li>Colour : Black.
</li><li>Inner Diameter 30mm / 50 mm.
</li><li><b>Weight : 10 Kgs.</b>
 </li></ul></td></tr><tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>
<!--
# Start for Shopping cart Disable
<TR><form name=""frm"" method=""post"" action=""addtocart.php"">
<TD valign=top colspan=3 class=field><BR>
<input type=hidden name=product_name value=""Fitness Accessories>>Weight Plates>>Rubber"">
<input type=hidden name=modelid value=""5033"">

Qty.
 <input type=""text"" name=""quantity"" size=2>&nbsp;&nbsp;
<select name=unit>
          <option value='pieces'>Pieces</option>
          <option value='dozen'>Dozen</option>
        </select>

<input align=top type=""image"" src=""/button.php?type=2&button=Add to Cart"" name=""Submit"" value=""Add To Shopping Cart"">
</form></TD></TR>
# End for shopping cart Disable
-->
</table>
</td></tr>,<tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CWP5 (10 Kg.)</b></font> </td></tr></table></td></tr>,<tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CWP5 (10 Kg.)</b></font> </td></tr>,<tr><td colspan=""3"" class=""value""><br><ul><li>Rubber Wight Plate with Metal Insert.</li><li><b>IMPORTED</b>. 
</li><li>Colour : Black.
</li><li>Inner Diameter 30mm / 50 mm.
</li><li><b>Weight : 10 Kgs.</b>
 </li></ul></td></tr>,<tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>",CWP5 (10 Kg.)
/viewprodimage.php?modelid=5032,"<tr>
            <td align=""right"" width=""200""><img src=""/viewprodimage.php?modelid=5032"" border=""0""></td><td valign=""top"">
            <table border=""0"" cellspacing=""1"" cellpadding=""0""><td colspan=""3""> <table border=""0"" cellspacing=""1"" cellpadding=""0"" bgcolor=""#000000""><tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CWP4 (7½ Kg.)</b></font> </td></tr></table></td></tr></table></td><tr><td colspan=""3"" class=""value""><br><ul><li>Rubber Wight Plate with Metal Insert.</li><li><b>IMPORTED</b>. 
</li><li>Colour : Black.
</li><li>Inner Diameter 30mm / 50 mm.
</li><li><b>Weight : 7½ Kgs.</b>
 </li></ul></td></tr><tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>
<!--
# Start for Shopping cart Disable
<TR><form name=""frm"" method=""post"" action=""addtocart.php"">
<TD valign=top colspan=3 class=field><BR>
<input type=hidden name=product_name value=""Fitness Accessories>>Weight Plates>>Rubber"">
<input type=hidden name=modelid value=""5032"">

Qty.
 <input type=""text"" name=""quantity"" size=2>&nbsp;&nbsp;
<select name=unit>
          <option value='pieces'>Pieces</option>
          <option value='dozen'>Dozen</option>
        </select>

<input align=top type=""image"" src=""/button.php?type=2&button=Add to Cart"" name=""Submit"" value=""Add To Shopping Cart"">
</form></TD></TR>
# End for shopping cart Disable
-->
</table>
</td></tr>,<tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CWP4 (7½ Kg.)</b></font> </td></tr></table></td></tr>,<tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CWP4 (7½ Kg.)</b></font> </td></tr>,<tr><td colspan=""3"" class=""value""><br><ul><li>Rubber Wight Plate with Metal Insert.</li><li><b>IMPORTED</b>. 
</li><li>Colour : Black.
</li><li>Inner Diameter 30mm / 50 mm.
</li><li><b>Weight : 7½ Kgs.</b>
 </li></ul></td></tr>,<tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>",CWP4 (7½ Kg.)
/viewprodimage.php?modelid=5031,"<tr>
            <td align=""right"" width=""200""><img src=""/viewprodimage.php?modelid=5031"" border=""0""></td><td valign=""top"">
            <table border=""0"" cellspacing=""1"" cellpadding=""0""><td colspan=""3""> <table border=""0"" cellspacing=""1"" cellpadding=""0"" bgcolor=""#000000""><tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CWP3 (5 Kg.)</b></font> </td></tr></table></td></tr></table></td><tr><td colspan=""3"" class=""value""><br><ul><li>Rubber Wight Plate with Metal Insert.</li><li><b>IMPORTED</b>. 
</li><li>Colour : Black.
</li><li>Inner Diameter 30mm / 50 mm.
</li><li><b>Weight : 5 Kgs.</b>
 </li></ul></td></tr><tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>
<!--
# Start for Shopping cart Disable
<TR><form name=""frm"" method=""post"" action=""addtocart.php"">
<TD valign=top colspan=3 class=field><BR>
<input type=hidden name=product_name value=""Fitness Accessories>>Weight Plates>>Rubber"">
<input type=hidden name=modelid value=""5031"">

Qty.
 <input type=""text"" name=""quantity"" size=2>&nbsp;&nbsp;
<select name=unit>
          <option value='pieces'>Pieces</option>
          <option value='dozen'>Dozen</option>
        </select>

<input align=top type=""image"" src=""/button.php?type=2&button=Add to Cart"" name=""Submit"" value=""Add To Shopping Cart"">
</form></TD></TR>
# End for shopping cart Disable
-->
</table>
</td></tr>,<tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CWP3 (5 Kg.)</b></font> </td></tr></table></td></tr>,<tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CWP3 (5 Kg.)</b></font> </td></tr>,<tr><td colspan=""3"" class=""value""><br><ul><li>Rubber Wight Plate with Metal Insert.</li><li><b>IMPORTED</b>. 
</li><li>Colour : Black.
</li><li>Inner Diameter 30mm / 50 mm.
</li><li><b>Weight : 5 Kgs.</b>
 </li></ul></td></tr>,<tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>",CWP3 (5 Kg.)
/viewprodimage.php?modelid=5030,"<tr>
            <td align=""right"" width=""200""><img src=""/viewprodimage.php?modelid=5030"" border=""0""></td><td valign=""top"">
            <table border=""0"" cellspacing=""1"" cellpadding=""0""><td colspan=""3""> <table border=""0"" cellspacing=""1"" cellpadding=""0"" bgcolor=""#000000""><tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CWP2 (2½ Kg.)</b></font> </td></tr></table></td></tr></table></td><tr><td colspan=""3"" class=""value""><br><ul><li>Rubber Wight Plate with Metal Insert.</li><li><b>IMPORTED</b>. 
</li><li>Colour : Black.
</li><li>Inner Diameter 30mm / 50 mm.
</li><li><b>Weight : 2½ Kgs.</b>
 </li></ul></td></tr><tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>
<!--
# Start for Shopping cart Disable
<TR><form name=""frm"" method=""post"" action=""addtocart.php"">
<TD valign=top colspan=3 class=field><BR>
<input type=hidden name=product_name value=""Fitness Accessories>>Weight Plates>>Rubber"">
<input type=hidden name=modelid value=""5030"">

Qty.
 <input type=""text"" name=""quantity"" size=2>&nbsp;&nbsp;
<select name=unit>
          <option value='pieces'>Pieces</option>
          <option value='dozen'>Dozen</option>
        </select>

<input align=top type=""image"" src=""/button.php?type=2&button=Add to Cart"" name=""Submit"" value=""Add To Shopping Cart"">
</form></TD></TR>
# End for shopping cart Disable
-->
</table>
</td></tr>,<tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CWP2 (2½ Kg.)</b></font> </td></tr></table></td></tr>,<tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CWP2 (2½ Kg.)</b></font> </td></tr>,<tr><td colspan=""3"" class=""value""><br><ul><li>Rubber Wight Plate with Metal Insert.</li><li><b>IMPORTED</b>. 
</li><li>Colour : Black.
</li><li>Inner Diameter 30mm / 50 mm.
</li><li><b>Weight : 2½ Kgs.</b>
 </li></ul></td></tr>,<tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>",CWP2 (2½ Kg.)
/viewprodimage.php?modelid=5029,"<tr>
            <td align=""right"" width=""200""><img src=""/viewprodimage.php?modelid=5029"" border=""0""></td><td valign=""top"">
            <table border=""0"" cellspacing=""1"" cellpadding=""0""><td colspan=""3""> <table border=""0"" cellspacing=""1"" cellpadding=""0"" bgcolor=""#000000""><tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CWP1 (1¼ Kg.)</b></font> </td></tr></table></td></tr></table></td><tr><td colspan=""3"" class=""value""><br><ul><li>Rubber Wight Plate with Metal Insert.</li><li><b>IMPORTED</b>. 
</li><li>Colour : Black.
</li><li>Inner Diameter 30mm / 50 mm.
</li><li><b>Weight : 1¼ Kgs.</b>
 </li></ul></td></tr><tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>
<!--
# Start for Shopping cart Disable
<TR><form name=""frm"" method=""post"" action=""addtocart.php"">
<TD valign=top colspan=3 class=field><BR>
<input type=hidden name=product_name value=""Fitness Accessories>>Weight Plates>>Rubber"">
<input type=hidden name=modelid value=""5029"">

Qty.
 <input type=""text"" name=""quantity"" size=2>&nbsp;&nbsp;
<select name=unit>
          <option value='pieces'>Pieces</option>
          <option value='dozen'>Dozen</option>
        </select>

<input align=top type=""image"" src=""/button.php?type=2&button=Add to Cart"" name=""Submit"" value=""Add To Shopping Cart"">
</form></TD></TR>
# End for shopping cart Disable
-->
</table>
</td></tr>,<tr><td><table cellspacing=""0"" cellpadding=""0"" bgcolor=""#FFFFFF""><tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CWP1 (1¼ Kg.)</b></font> </td></tr></table></td></tr>,<tr><td class=""value"" bgcolor=""#0099FF""> <font color=""#FFFFFF""><b>CWP1 (1¼ Kg.)</b></font> </td></tr>,<tr><td colspan=""3"" class=""value""><br><ul><li>Rubber Wight Plate with Metal Insert.</li><li><b>IMPORTED</b>. 
</li><li>Colour : Black.
</li><li>Inner Diameter 30mm / 50 mm.
</li><li><b>Weight : 1¼ Kgs.</b>
 </li></ul></td></tr>,<tr><td class=""field"" width=""30%"">Packing</td><td class=""field"">:</td><td class=""value"">Each</td></tr>",CWP1 (1¼ Kg.)
