SKU,Description,SP,MRP,productname,productname,Size,imgurl,Stock
358241--,"<div class=""more"" id=""hp_fix_desc"">
							<p>As a competitive athlete you constantly set yourself ambitious goals without compromise. Energy supply, along with hydration and recovery, is key to reaching your potential. For intense training or competition you should refuel during sport with up to 90g carbohydrates per hour depending on intensity and duration.</p>

<p>These are very convenient during sport, especially running, because they are compact in size, easy to swallow without additional water and deliver a scientifically developed combination of different carbohydrate sources.</p>

<p>Features:</p>
<ul>
<li>C2MAX Dual Source Carb Mix contain a special ratio of glucose and fructose sources</li>
<li>Market leading amount of sodium, the main electrolyte lost through sweat</li>
<li>Based on great tasting concentrated fruit juice</li>
<li>No artificial flavours and colours</li>
<li>Patented pouch with Clean Usage Technology ensures easy and clean one-handed opening and consumption</li>
</ul><br>
<p>Nutritional Information Per 70ml pouch:</p>
<ul>
<li>Energy: 452kJ / 109kcal</li>
<li>Protein: less than 0.7 g</li>
<li>Carbohydrate: 26.6 g</li>
<li>of which sugars: 13.7 g</li>
<li>Fat: 0g</li>
<li>of which saturates: 0g</li>
<li>Fibre: 0g</li>
<li>Sodium: 0.31 g</li>
<li>Salt Equivalent: 0.77g</li>
<li>Caffeine: 50 mg</li></ul><br><p>Material</p><ul><li>Water </li><li>Sodium Chloride </li><li>Sodium Citrate </li><li>Phosphoric Acid </li><li>Fructose </li><li>Fruit Juice </li><li>Sodium Benzonate </li><li>Potassium Sorbate </li><li>Glucose </li><li>Sodium </li></ul>						</div>",53.99,6899,POWERBAR Hydro Gel (38 x 70g Sachet),POWERBAR,"Cherry Flavour,Orange","http://products.activinstinct.com/y2013/m05/358241/23731004-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
289264-PB1WHE11C,"<div class=""more"" id=""hp_fix_desc"">
							<p>WHEY ISOLATE is a high-purity and very readily available whey protein isolate that is obtained by means of an ion exchange process and has a high biological value because of its high essential amino acid content. Consumption of whey protein leads to the greatest muscle building compared to consumption of casein or soy alone, mainly down to the different rates of digestion. Compared to soy, and especially compared to casein, whey is digested faster and is therefore made available to the muscles sooner. An additional benefit is the high quantity of the signal effective amino acid L-LEUCINE; this stimulates the formation of muscle protein.</p>

<p>If WHEY ISOLATE is taken immediately after training when the body's metabolism processes are running at full speed, these processes can be used efficiently to create accelerating effects. These effects include quick recovery, improved absorption of amino acids by the muscles, faster repair of worn-out muscle cells and more effective formation of new muscle protein.</p>

<p>Nutritional Information per 100g:</p>
<p>Calories: 1550 kJ / 365 kcal, Protein: 81g, of which is L-leucine: 17.2g, of which is L-lysine: 8.7g, of which is L-phenylalanine: 3g, of which is L-methionine: 1.9g, of which is L-valine: 4g, of which is L-isoleucine: 4.5g, of which is L-threonine: 4.2g, of which is L-histidine: 1.6g, Carbohydrates: 8.3g, of those sugar: 2.7g, of those lactose: 1g, Fat: 1g, of those saturated: 1g, Fibre: 4g, Sodium: 0.64g</p><p>Material</p><ul><li>Whey Isolate </li></ul>						</div>",49.49,6449,POWERBAR Whey Isolate Tub 1.1kg,POWERBAR,,"http://products.activinstinct.com/y2012/m05/289264/17450616-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
289252-PB1CHA12L,"<div class=""more"" id=""hp_fix_desc"">
							<p>Charger helps increase the intensity of your workout and thus increases the effectiveness of your training. With optimum solubility through instant powder, this refreshingly flavoured drink contains a combination of caffeine and essential amino acids for a brilliant boost to your workout.</p>

<p>This tub uses an effective mixture of essential amino acids, that must be provided to the body through nutrition, since it cannot produce them itself, to help build up muscle mass. The body receives essential muscle protein building blocks and targeted growth stimuli for the muscles. The body is rapidly saturated when it comes to protein levels and muscle building. This means that proper timing in combination with the best quality plays a significant role.</p>

<p>One tub will provide approximately 27 servings of 43g (two scoops), to be mixed into 250ml of water. Recommended consumption is one serving approximately 30 minutes before training.</p>

<p>Nutritional Information per 100g:</p>
<p>Calories: 1619 kJ / 381 kcal, Protein: 10.8g, of which is L-leucine: 7g, of which is L-arginine: 3.8g, Carbohydrates: 79.1g, of those sugar: 28g, Fat: 1g, of those saturated: 1g, Fibre: 1g, Sodium: 0.02g, Creatine: 7g, Caffeine: 0.3g</p><p>Material</p><ul><li>Caffeine </li><li>Creatine </li><li>Essential Amino Acids </li></ul>						</div>",52.19,6719,POWERBAR Charger Tub 1.2kg,POWERBAR,,"http://products.activinstinct.com/y2012/m05/289252/25755351-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
28858-TR761,"<div class=""more"" id=""hp_fix_desc"">
							<p>Any player or team with aspirations of playing good football and having a degree of success has to have the basics mastered; and one of those essentials skills is passing. These arcs are a great way of practicing and improving the accuracy of your short range passing.</p>

<p>This set is made up of six passing arcs, for passing drills and practice. Removable feet and spikes enable indoor and outdoor usage.</p>

<p>Supplied in a bag.</p>						</div>",54.99,6999,PRECISION TRAINING Indoor-Outdoor Passing Arcs (Set of 6),PRECISION,,"http://products.activinstinct.com/y2009/m06/28858/28858-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
28794-TR564,"<div class=""more"" id=""hp_fix_desc"">
							<p>These hurdles are a brilliant piece of apparatus for a variety of training drills or exercises; particularly as part of circuit training.</p>

<p>This Set of 6 adjustable step training hurdles ranges from 6"" to 12"". Great for fitness, as well as building up explosive power in the legs so you can out jump opponents on a regular basis.</p>						</div>",54.99,6999,"PRECISION TRAINING 6-12"" Adjustable Hurdles",PRECISION,,"http://products.activinstinct.com/y2009/m06/28794/28794-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
28843-TR582,"<div class=""more"" id=""hp_fix_desc"">
							<p>This set of 12 poles is brilliant for coaching and exercise drills for movement and agility; ball work can also be incorporated to add an extra dimension.</p>

<p>The poles can be put straight into the ground with the spike at the base, or alternatively the spike can be unscrewed off and the pole can be attached to a base.</p>

<p>1.7m high Boundary Poles to help develop lateral manoeuvring, while the height insures the athlete's entire body makes the manoeuvre.</p>

<p>Supplied with a bag.</p>						</div>",59.99,7499,PRECISION TRAINING Flexi Boundary Poles (Set of 12),PRECISION,,"http://products.activinstinct.com/y2009/m06/28843/28843-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
28904-TR128,,74.99,8999,PRECISION TRAINING 24' x 8' 2.5mm Polyethylene Net (Pair),PRECISION,,"http://products.activinstinct.com/y2009/m06/28904/28904-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
28815-TR716,"<div class=""more"" id=""hp_fix_desc"">
							<p>Cover all the boundaries and ensure your team is as fit and as prepared as possible, with a brilliant selection of training equipment. Any combination of ball work, fitness work and plyometric exercises can be incorporated. You can do one at a time, or create a whole circuit of drills to do one after the other in short bursts.</p>

<p>Kit contains:</p>
<ul>
<li>3 x 9"" hurdles</li>
<li>3 x 6"" hurdles</li>
<li>2 x 2m ladders</li>
<li>12 x 9"" collapsible cones</li>
<li>Supplied in a bag</li>
</ul><br>
<p></p>						</div>",79.99,9499,PRECISION TRAINING Junior Speed Agility Kit,PRECISION,,"http://products.activinstinct.com/y2009/m06/28815/28815-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
28883-TRG002,,89.99,10499,PRECISION TRAINING Portable Goal (8' x 4'),PRECISION,,"http://products.activinstinct.com/y2009/m06/28883/28883-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
28854-TR726,"<div class=""more"" id=""hp_fix_desc"">
							<p>Perfect you dead ball accuracy with this brilliant piece of training apparatus. It's all very well practising free-kicks when there is only the keeper to beat, but this wall helps re-create a more realistic scenario. You'll have to get the right curl and dip on the ball to get it up and over, but still under the bar.</p>

<p>The wall consists of 6 two-piece spring loaded boundary poles and three mesh nets to represent a three-man wall. It's stable in all conditions and comes with its own carry bag</p>						</div>",89.99,10499,PRECISION TRAINING Folding Free Kick Man Kit,PRECISION,,"http://products.activinstinct.com/y2009/m06/28854/28854-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
28882-TRG001,,129.99,14499,PRECISION TRAINING Portable Goal (12' x 6'),PRECISION,,"http://products.activinstinct.com/y2009/m06/28882/28882-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
28902-TR125,,149.99,16499,PRECISION TRAINING 24' x 8' 4mm Knotless Polyethylene Net (Pair),PRECISION,,"http://products.activinstinct.com/y2009/m06/28902/28902-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
28853-TR727,"<div class=""more"" id=""hp_fix_desc"">
							<p>Perfect you dead ball accuracy with this brilliant piece of training apparatus. It's all very well practising free-kicks when there is only the keeper to beat, but this wall helps re-create a more realistic scenario. You'll have to get the right curl and dip on the ball to get it up and over, but still under the bar.</p>

<p>These three mannequins are constructed using a tubular frame, with a moulded chest panel, and can be moved and adjusted independently.</p>

<p>Comes with its own carry bag.</p>						</div>",149.99,16499,PRECISION TRAINING Free Kick Mannequins (Set of 3),PRECISION,,"http://products.activinstinct.com/y2009/m06/28853/28853-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
226937-QN-2-87,"<div class=""more"" id=""hp_fix_desc"">
							<p>Quad-Netz is a selection of different modular net systems that allows you to practice up to four of the most popular participation sports in your own garden using one single product. Each set is easy to assemble, and once set up can be altered for different sport just as easily.</p>

<p>Regardless of your favourite sport, you can find the set up that suits you. Quad-Netz poles are manufactured from 1 1/4 inch Powder Coated Steel for added weather resistance and durability. All in all, a set is a versatile, sturdy, easy-to-use, durable piece of equipment that can adapt to different interests and environments.</p>

<p>Quad-Netz 2 can be used as either a football goal or rugby conversion posts. The rugby part of the set is supplied with convenient netting to run between the uprights; this ensures the ball is always readily available for continued practice.</p>

<p>Rugby uprights are 6' (183cm) in length and are provided with guide lines for increased stability and flags to enable the player to judge wind direction. The connectors are manufactured from high impact ABS and manufactured with additional corner reinforcement to ensure fantastic durability.</p>

<p>Adult Size: 8' (244cm) x 7' (213cm)</p>

<p>Contents:</p>
<ul>
<li>Football goal posts set</li>
<li>Football goal net *6' Rugby Posts set</li>
<li>Conversion net *Flags</li>
<li>Guide Lines and Ground Stakes</li>
<li>Ground peg set</li>
<li>Velcro straps for netting.</li>
<li>Rugby Kicking Tee</li></ul><br>						</div>",79.99,9499,QUAD-NETZ 2 Football Goal with Rugby Conversion Posts (8ft x 7ft System),QUAD-NETZ,,"http://products.activinstinct.com/y2011/m05/226937/31607666-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
289017--,"<div class=""more"" id=""hp_fix_desc"">
							<p>The original recovery formulation, use REGO Recovery to maximise your muscles recovery and get you back out exercising quickly with renewed vigour.</p>

<p>Performance Proven REGO is a Re-Energising energy Fuel with micro-nutrients to improve recovery and boost adaptation to exercise.</p>

<p>REGO combines a special mix of complex carbohydrates, fructose and protein, which has been shown to give a rapid improvement in recovery from hard exercise. REGO is the ideal post exercise drink and is especially useful after hard training sessions. REGO was inspired by Chris Boardman who had experimented mixing carbohydrate energy drink (PSP22) with protein powder. REGO has been used by him, and many other top athletes and sportsmen since its launch in 1995.</p>

<p>REGO is the world's first integrated protein system, which utilises the absorption characteristics of different proteins in order to maximize training gains.</p>

<p>Typical Ingredients</p>

<p>Maltodextrin (produced by partial hydrolysis of a special variety of maize, 98% glucose polymers), Soya Protein Isolate, Fructose, Vitamins and Minerals, Xanthan, Lecithin, Natural Flavour and Colouring, Aspartame.</p>

<p>Typical Values per 100g serving</p>

<p>Energy 1423kj/314kcal, Carbohydrate 55g, Protein 27g, Fat trace, Vitamin A 27ug, B1 1.4mg,B2 1.6mg, B3 18mg, B5 6mg, B6 1.8mg, B12 2ug, C 55mg, D 3ug, E 6.4mg, K 30ug, Bioflavenoids 5.5mg, Folic Acid 270ug, Biotin140ug, sodium 578mg, chloride 458mg, calcium 1091mg, magnesium 364mg, zinc 14mg, potassium 223mg, chromium180ug, iron14mg, selenium 20ug, molybdenum 20ug, phosphorous 244 mg, manganese 2.7mg, copper 450ug, iodine 50mg, flourine450ug.</p>

<p>All Science in Sport products are manufactured in-house and are drug-free.</p><p>Material</p><ul><li>Maltodextrin </li><li>Citric Acid </li><li>Sodium Chloride </li><li>Flavouring </li><li>Xanthan Gum </li><li>Fructose </li><li>Sweetener </li><li>Calcium Lactate </li><li>Soya Protein Isolate </li><li>Calcium Phosphate </li><li>Magnesium Oxide </li><li>Soya Lecithin </li><li>Beetroot Colouring </li><li>L-Carnitine Tartrate </li><li>L-Ascorbic Acid </li><li>Nicotinamide </li><li>Zinc Sulphate </li><li>D-Alpha-Tocopheryl Acetate </li><li>Ferric Pyrophosphate </li><li>D-Pantothenate </li><li>Calcium </li><li>Pyridoxine Hydrochloride </li><li>Riboflavin </li><li>Thiamin Mononitrate </li><li>Retinyl Acetate </li><li>Pteroylmonoglutamic Acid </li><li>D-Biotin </li><li>Potassium Iodide </li><li>Cholecalciferol </li><li>Cyanocobalamin </li></ul>						</div>",42.99,5799,SCIENCE IN SPORT Rego Rapid Recovery 1.6kg,SCIENCE,"Banana,Chocolate,Strawberry,Vanilla","http://products.activinstinct.com/y2012/m05/289017/28653660-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
289084--,"<div class=""more"" id=""hp_fix_desc"">
							<p>Caffeine stimulation which is easy to swallow, Science in Sport GO-Caffeine combines our unique Science in Sport gel technology to deliver energy, with a whole host of extras.</p>

<p>This offers a caffeine kick, which helps the blood flow more easily, down even the smallest capillaries, delivering more nutrients and stimulation to active muscles.</p>

<p>Science in Sport GO-Caffeine contains blackcurrant anthocyanins, a potent antioxidant, for improved night vision, perfect for drivers and night events. High caffeine levels are often associated with a blurring of vision and these anthocyanins help reduce this. Also present are citrus bioflavenoids, another powerful antioxidant, which have been shown to improve caffeine absorption, and work synergistically with the other antioxidants.</p>

<p>Together these functional ingredients will improve blood flow, protect against oxidative stress, improve night vision, improve alertness and reduce cramp and muscle strain.</p>

<p>This is all based on award winning Science in Sport gel technology, so you get a rapidly absorbed carbohydrate energy boost.</p>

<p>Nutritional information per sachet:</p>
<p>Energy 366kj/86kcal, Protein 0g, Carbohydrate 21.5g - of which sugars 0.7g, Fat 0g - of which saturates 0g, Fibre 0.01g, Sodium 0.01g</p><p>Material</p><ul><li>Water </li><li>Maltodextrin </li><li>Citric Acid </li><li>Sodium Chloride </li><li>Sodium Citrate </li><li>Flavouring </li><li>Xanthan Gum </li><li>Sweetener </li><li>Gellan Gum </li><li>Sodium Benzonate </li><li>Potassium Sorbate </li><li>Antioxidants </li><li>Caffeine </li></ul>						</div>",47.7,6270,SCIENCE IN SPORT Go Gel with Caffeine 30 x 60ml,SCIENCE,"Berry,Caffeinated Cola","http://products.activinstinct.com/y2012/m05/289084/26431873-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
289043--,"<div class=""more"" id=""hp_fix_desc"">
							<p>The fast-build protein formula for athletes. Ideal as a daytime muscle growth complex or as a pre-workout protein boost. Fast proteins (whey isolate, whey hydrolysate, wheat protein hydrolysate) deliver a big shot of nutrition when your body needs it in a triple fast protein blend with a structured amino acid profile. Taken between meals, SiS REGO Protein powder helps increase protein turnover throughout the day and so maximises training gains.</p>

<p>Uses: Take prior to resistance workouts, use between meals to boost protein synthesis or use with meals to boost protein content.</p>

<p>Do not take SiS REGO Protein powder prior to bed time, as fast proteins can increase protein catabolism (muscle breakdown) over an 8 hour fast (you can use SiS REGO Night instead) which is designed to slowly drip feed proteins overnight to help avoid muscle breakdown.</p>

<p>SiS REGO Protein powder is part of the protein kinetics system, which utilizes the absorption characteristics of different proteins in order to maximize training gains.</p>

<p>The Protein Kinetics System was developed from studies using the latest research techniques that look beyond nitrogen balance and absolute nitrogen supply, to focus on absorption speed and protein turnover. Science in Sport has identified specific protein fragments that have different kinetic profiles, and incorporated them into this product.</p>

<p>Nutritional information per 40g:</p>
<p>Energy 670kj/158kcal</p>
<p>Protein 33g</p>
<p>Carbohydrate 2.1g</p>
<p>- of which sugars 1.1g</p>
<p>Fat 2.1g</p>
<p>- of which saturates 0.5g</p>
<p>Fibre 0.5g</p>
<p>Sodium 0.1g</p>
<p>Vitamin B6 1.9mg</p>
<p>Calcium 23mg</p>
<p>Phosphorous 35mg</p>
<p>Magnesium 46mg</p>
<p>Potassium 189mg</p><p>Material</p><ul><li>Flavouring </li><li>Xanthan Gum </li><li>Sweetener </li><li>Magnesium Lactate </li><li>Soya Lecithin </li><li>Beetroot Colouring </li><li>Pyridoxine Hydrochloride </li><li>Wheat Protein Hydrolysate </li><li>Guar Gum </li><li>Whey Protein Concentrate </li><li>Whey Protein Isolate </li><li>Whey Protein Hydrolysate </li><li>Glutamine </li></ul>						</div>",42.99,5799,SCIENCE IN SPORT Rego Protein Powder 1.2kg,SCIENCE,"Chocolate,Strawberry","http://products.activinstinct.com/y2012/m05/289043/55777008-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
301060--,"<div class=""more"" id=""hp_fix_desc"">
							<p>SiS GO Hydro is the next wave in sports hydration, for all your fluid and hydration needs, with virtually no calories - only 7.5 kcal per serving.</p>

<p>SiS GO Hydro was developed in conjunction with the Skandia Team GBR for the Beijing Olympic Games in 2008. Its effectiveness has been proven by elite athletes and is now used as part of their ritual.</p>

<p>Benefits of sodium:</p>
<p>Low hydration can lower performance, so for effective rehydration a drink must provide a balance between its palatability and its sodium concentration. This is because sodium promotes fluid intake and so helps drive rehydration</p>

<p>SiS GO Hydro has been formulated to provide 30mmol solution of sodium as well as other electrolytes for optimal hydration.</p>

<p>SiS GO Hydro contains 'superfood' antioxidants and natural flavourings.</p>

<p>SiS GO Hydro also includes either elderberry anthocycanins (with berry flavour) or green tea antioxidants (with lemon flavour) which both help protect against damage from oxidative stress.</p>

<p>Each SiS GO Hydro tube contains effervescent tablets to make 20 4g tabs, which each make a 500ml serving. Very convenient to use &amp; easy to carry.</p>

<p>GO HYDRO Lemon Flavour</p>

<p>Ingredients:</p>
<p>Electrolytes (38%) (Sodium Bicarbonate, Sodium Chloride, Calcium Carbonate, Potassium Chloride, Tricalcium Phosphate, Zinc Citrate, Magnesium Carbonate), Citric Acid, Sorbitol, Insulin, Green Tea Extract (3%), Flavouring, Starch, Sweetener (Sucralose), Vitamins (Pyridoxine Hydrochloride, Riboflavin 5-Phosphate, Thiamin Hydrochloride).</p>

<p>NUTRITIONAL INFORMATION</p>
<ul>
<li>TYPICAL VALUES per serving 4g</li>
<li>Energy 29.2kj/7kcal</li>
<li>Protein 0.0g</li>
<li>Carbohydrate 0.5g</li>
<li>of which sugars 0.0g</li>
<li>Fat 0.0g</li>
<li>of which saturates 0.0g</li>
<li>Fibre 0.1g</li>
<li>Sodium 30mmol/l 0.3g</li></ul><br><p>Material</p><ul><li>Natural Flavourings </li><li>Sodium </li><li>Superfood Antioxidants </li></ul>						</div>",49.49,6449,SCIENCE IN SPORT GO Hydro Drink Tabs - 8 x 20 Tablet Tube (1 Box),SCIENCE,"Mango & Pineapple,Berry,Blackcurrant,Caffeinated Cola,Lemon","http://products.activinstinct.com/y2012/m07/301060/30998016-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
289080--,"<div class=""more"" id=""hp_fix_desc"">
							<p>GO L-Carnitine was originally conceived as training development nutrition for the elite cyclists and teams that use Science in Sport products. It rapidly became the choice of elite athletes, with professional cyclists using them to help win some of the toughest cycle races on the planet. The large demand from all levels of sportspeople ensured it was added it to the Science in Sport range.</p>

<p>Each GO L-Carnitine contains 1g of carnitine (roughly the equivalent to the amount in 1kg of steak), and uses Science in Sport gel technology in conjunction with an innovative nutrient environment. This helps aid signalling and helps optimise the carnitine effect, while the tablet also includes potent anti-oxidants and a great taste.</p>

<p>Carnitine performs a number of important roles in the body. It is necessary for the movement of free fatty acids for fat burning in mitochondria, has a long history of use by endurance athletes and is an important nutrient, so much so that it is compulsory in infant formula.</p>

<p>Nutritional information:</p>
<p>Energy 328kj/77kcal, Protein 0g, Carbohydrate 19.3g - of which sugars 0.7g, Fat 0g, Saturates 0g, Fibre 0.1g, Sodium 0.1g</p><p>Material</p><ul><li>Water </li><li>Maltodextrin </li><li>Citric Acid </li><li>Sodium Chloride </li><li>Sodium Citrate </li><li>Xanthan Gum </li><li>Ascorbic Acid </li><li>Natural Flavouring </li><li>Sweetener </li><li>Gellan Gum </li><li>Sodium Benzonate </li><li>Potassium Sorbate </li><li>L-Carnitine </li><li>Choline Bitartate </li><li>Alpha Lipoic Acid </li></ul>						</div>",44.1,5910,SCIENCE IN SPORT Go Gel with L-Carnitine 30 x 60ml,SCIENCE,,"http://products.activinstinct.com/y2012/m05/289080/26659643-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
387683-022366,"<div class=""more"" id=""hp_fix_desc"">
							<p>This product was developed to give your body a helping hand to cope with the additional stress of strenuous exercise. Unlike high calorie protein and carbohydrate replenishment products which you consume after exercise to aid recovery and rebuild muscle, this product aims to reduce unnecessary total body inflammation during strenuous exercise.</p>

<p>The product contains Fruitflow which is a tomato extract containing naturally occurring tomato compounds which can beneficially interact with blood platelets. Supported by human clinical trials Fruitflow is the first natural ingredient with a scientifically approved health claim to contribute to healthy blood flow.</p>

<p>In order to improve you need to train hard. The frequency and quality of your training is reliant on how quickly you can recover from the damage and inflammation caused by training and competing. Shorter recovery times mean that you can train harder or compete faster next time.</p>

<p>The pain you feel during recovery is from muscle inflammation, which is good as this is part of the adaptation process, however intense training over-stimulates blood platelets which can cause additional and unnecessary inflammatory stress throughout your body. SiS REGO + Fruitflow gel will help reduce over-stimulation of blood platelets during intense exercise, reducing inflammation, which in turn can shorten recovery times.</p>

<p>Nutritional Information (Typical values per 60ml serving):</p>
<ul>
<li>Energy: 55.6kj/13.6kcal</li>
<li>Protein: 0.39g</li>
<li>Carbohydrate: 3.0g</li>
<li>of which sugars: 3.0g</li>
<li>Fat: 0.0g</li>
<li>of which saturates: 0.0g</li>
<li>Fibre: 0.1g</li>
<li>Sodium: 0.04g</li>
<li>Fruitflow: 3.0g</li>
<li>Folic Acid: 200ug (100% RDA)</li></ul><br><p>Material</p><ul><li>Citric Acid </li><li>Wheat Protein </li><li>Sodium </li></ul>						</div>",61.83,7683,SCIENCE IN SPORT REGO + Fruitflow Energy Gel (Box of 30),SCIENCE,,"http://products.activinstinct.com/y2013/m10/387683/95812698-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
246804-B61033111,"<div class=""more"" id=""hp_fix_desc"">
							<p>The Skins A200 range is the evolution of the pioneering Original collection. Built on SKINS? scientifically proven engineered gradient compression, the SKINS A200 Thermal Tights feature muscle wrapping support for stronger support that provides heightened performance. This garment is designed for those that are passionate about being active whether it running, playing team sports or hitting the gym.</p>

<p>GRADIENT COMPRESSION: SKINS gradient compression has been engineered to provide the correct level of surface pressure to specific body parts, enhancing circulation and delivering more oxygen to active muscles. Increased circulation also helps eliminate lactic acid build up and other metabolic wastes so you can go harder for longer and recover faster.</p>

<p>FOCUS: SKINS wrap and support key muscle groups which reduces vibration and helps maintain muscle alignment. The seams on SKINS are strategically placed to act as 'anchor points' offering focused support and stability.</p>

<p>The fabric in skins is warp knitted using multiple fine quality yarns to giver superior performance. Warp knit fabrics have no natural stretch - instead, the spandex mix ensures specific levels of elasticity and perfectly controlled compression. Some other compression brand use circular kit which has a natural stretch, making it hard to maintain the correct level of compression. Circular knit fabrics are also less durable and likely to run if snagged.</p>

<p>Warp knit construction has a 'float line' between loops to aid moisture management. Multiple yarns are used for added strength and to eliminate running if the fabric is torn.</p>

<p>The SKINS logo features more prominently along with a higher density signature SKINS contrast stitching. In addition features moisture wicking, temperature management and 50+ UV protection.</p>

<p>The Skins A200 Series collection for women was designed by women for women so the garments feature flattering lines to give you a sleek silhouette as well as this season?s hottest colours.</p><p>Material</p><ul><li>Nylon 85%</li><li>Spandex 15%</li></ul>						</div>",67.99,8299,SKINS A200 Ladies Thermal Tights,SKINS,,"http://products.activinstinct.com/y2011/m09/246804/51825417-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
329124-SSZSCP,"<div class=""more"" id=""hp_fix_desc"">
							<p>SKLZ is a global leader in developing and providing innovative training tools and expert-led programmes. Whether sport-specific, or just to get fit and into shape, there is a variety to match your needs.</p>

<p>The Speed Chute allows you to focus on acceleration and top end speed through progressive resistance and over-speed training. Includes two 48in chutes and adjustable belt.</p>

<p>Features:</p>
<ul>
<li>Built-in mesh panels prevent strings from tangling and stabilize the chute during training</li>
<li>Two 48in x 48in chutes, adjustable belt and SackPack DLX carry bag</li></ul><br>						</div>",52.99,6799,SKLZ Speed Chute Pro,SKLZ,,"http://products.activinstinct.com/y2012/m12/329124/93569137-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
329112-SSZHOP,"<div class=""more"" id=""hp_fix_desc"">
							<p>SKLZ is a global leader in developing and providing innovative training tools and expert-led programmes. Whether sport-specific, or just to get fit and into shape, there is a variety to match your needs.</p>

<p>The Hopz vertical leap resistance trainer will help you develop explosive leg drive and power, strengthening key muscles in your lower body, to ultimately maximise your vertical leap ability.</p>
<p>This key measure of explosiveness is critical in any sport that requires power below the waist.</p>

<p>Features:</p>
<ul>
<li>Resistance bands quickly attach and release to ankle straps and belt rings</li>
<li>Durable bands with resistance up to 40lbs</li>
<li>Ankle straps with built in shoe harness keeps resistance bands in place</li>
<li>Adjustable belt fits most waist sizes</li></ul><br>						</div>",53.99,6899,SKLZ Hopz,SKLZ,,"http://products.activinstinct.com/y2012/m12/329112/75074219-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
329120-SSZSUP,"<div class=""more"" id=""hp_fix_desc"">
							<p>SKLZ is a global leader in developing and providing innovative training tools and expert-led programmes. Whether sport-specific, or just to get fit and into shape, there is a variety to match your needs.</p>

<p>Develop total body strength, stability and endurance by training with the Super Sandbag. This versatile training tool allows you to execute countless training exercises, working your upper and lower body. Develop explosive power on-demand. The removable weight bags can be used as soft weights to increase the intensity of any drill or exercise.</p>

<p>Features:</p>
<ul>
<li>Features durable outer shells for long lasting use</li>
<li>Zipper enclosure with Velcro reinforcement</li>
<li>Includes Super Sand Bag, four 10lb. weight bags</li>
<li>Filler not included</li></ul><br>						</div>",58.49,7349,SKLZ Super Sandbag,SKLZ,,"http://products.activinstinct.com/y2012/m12/329120/72084480-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
329106-SSZAP,"<div class=""more"" id=""hp_fix_desc"">
							<p>SKLZ is a global leader in developing and providing innovative training tools and expert-led programmes. Whether sport-specific, or just to get fit and into shape, there is a variety to match your needs.</p>

<p>Agility poles to help develop foot speed, change of direction, agility and even dribbling skills and ball work. They can be used as obstacles or markers depending on the desired drill or exercise.</p>

<p>Features:</p>
<ul>
<li>Complete set breaks down for easy storage</li>
<li>Includes carry bag and eight two-piece poles with spikes</li>
<li>Length: 60in</li></ul><br>						</div>",67.49,8249,SKLZ Agility Poles,SKLZ,,"http://products.activinstinct.com/y2012/m12/329106/39715119-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif",
