Item Type,Category,Free Shipping,Brand Name,Bin Picking Number,Product Availability,Product Image Sort - 7,Product Image Sort - 6,Product Image Sort - 5,Product Code/SKU,Option Set,Product Image Sort - 2,Product Image Sort - 1,Product Image Description 1,Product Image Sort - 4,Retail Price,Product Image Sort - 3,Price,Product Description,Product Image Is Thumbnail 1,Current Stock,Sale Price,Track Inventory,Product Name,Product Image File -1,Product Image File -2,Product Image File -3,Product Image File -4,Product Image File -5,Product Image File -6,Product Image File -7
Product,Shoes/Men's Shoes/Cross Training Shoes,N,Adidas ,406532,2-7 Business  Days,7,6,5,IND406532,Adidas Men Grey Impulse 1 M Running Shoes,2,1,BuyAdidas Men Grey Impulse 1 M Running Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,4,"4,599",3,"4,599",,Y,,"3,679",By Product,Adidas Men Grey Impulse 1 M Running Shoes,,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Grey-Impulse-1-M-Running-Shoes_f796ca2c9a4757608ff1469e41f587cf_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Grey-Impulse-1-M-Running-Shoes_08f239ca4e94b064b1d3801b167d4d94_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Grey-Impulse-1-M-Running-Shoes_918e2d070c8c3c2ea76f6464f869e590_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Grey-Impulse-1-M-Running-Shoes_dd7af008414657105b740ca46ecf462f_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Grey-Impulse-1-M-Running-Shoes_d1ce35c412cad84918a98f6891d61df7_images_mini.jpg",
SKU,,,,2578941,,,,,IND2578941,,,,,,,,,,Y,37,,,[S]Size=UK 7,,,,,,,
SKU,,,,1357883,,,,,IND1357883,,,,,,,,,,Y,0,,,[S]Size=UK 7,,,,,,,
SKU,,,,2578944,,,,,IND2578944,,,,,,,,,,Y,81,,,[S]Size=UK 8,,,,,,,
SKU,,,,1357884,,,,,IND1357884,,,,,,,,,,Y,1,,,[S]Size=UK 8,,,,,,,
Product,Shoes/Men's Shoes/Cross Training Shoes,N,Adidas ,545672,2-7 Business  Days,7,6,5,IND545672,Adidas Men Grey Duramo 6 M Running Shoes,2,1,BuyAdidas Men Grey Duramo 6 M Running Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,4,"5,599",3,"5,599",,Y,,,By Product,Adidas Men Grey Duramo 6 M Running Shoes,,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Sports-Shoes_72c74547d1604a1b3f674f256440a8c2_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Sports-Shoes_d2181bb888f2b2a75bb320e26dcd1fa2_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Sports-Shoes_527ba6ef4f5405688b44217edeea6f30_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Sports-Shoes_ed2bfdc6074c518548757168ca857083_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Sports-Shoes_038682eb042cbc59ebbb47c978ad78cc_images_mini.jpg",
SKU,,,,2578947,,,,,IND2578947,,,,,,,,,,Y,123,,,[S]Size=UK 9,,,,,,,
SKU,,,,1357885,,,,,IND1357885,,,,,,,,,,Y,13,,,[S]Size=UK 9,,,,,,,
SKU,,,,2691395,,,,,IND2691395,,,,,,,,,,Y,0,,,[S]Size=UK 6,,,,,,,
SKU,,,,2578932,,,,,IND2578932,,,,,,,,,,Y,100,,,[S]Size=UK 10,,,,,,,
SKU,,,,1357886,,,,,IND1357886,,,,,,,,,,Y,2,,,[S]Size=UK 10,,,,,,,
SKU,,,,2579043,,,,,IND2579043,,,,,,,,,,Y,49,,,[S]Size=UK 7,,,,,,,
Product,Shoes/Men's Shoes/Cross Training Shoes ; Shoes/Women's Shoes/Cross Training Shoes,N,Adidas ,308390,2-7 Business  Days,7,6,5,IND308390,Adidas Women White Sumbrah III Sports Shoes,2,1,BuyAdidas Women White Sumbrah III Sports Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,4,"5,199",3,"5,199",,Y,,"2,599",By Product,Adidas Women White Sumbrah III Sports Shoes,,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-White-Sumbrah-III-Sports-Shoes_2ffe2ddcd0e6d3068bd6402a6b2a9072_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-White-Sumbrah-III-Sports-Shoes_f3735f5a89ad94eb60709b0957d01468_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-White-Sumbrah-III-Sports-Shoes_fb562a7ce34aca2182259d9c96c20c3e_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-White-Sumbrah-III-Sports-Shoes_e15db1a3db41f420f4d2693bac8c2356_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-White-Sumbrah-III-Sports-Shoes_e5b401c4f717c24f6742cd0a01f30e86_images_mini.jpg",
SKU,,,,2578935,,,,,IND2578935,,,,,,,,,,Y,35,,,[S]Size=UK 11,,,,,,,
SKU,,,,1357887,,,,,IND1357887,,,,,,,,,,Y,3,,,[S]Size=UK 11,,,,,,,
SKU,,,,2579046,,,,,IND2579046,,,,,,,,,,Y,60,,,[S]Size=UK 8,,,,,,,
SKU,,,,1028328,,,,,IND1028328,,,,,,,,,,Y,17,,,[S]Size=UK 4,,,,,,,
SKU,,,,2578938,,,,,IND2578938,,,,,,,,,,Y,41,,,[S]Size=UK 12,,,,,,,
SKU,,,,1357888,,,,,IND1357888,,,,,,,,,,Y,6,,,[S]Size=UK 12,,,,,,,
SKU,,,,2579049,,,,,IND2579049,,,,,,,,,,Y,69,,,[S]Size=UK 9,,,,,,,
SKU,,,,2579034,,,,,IND2579034,,,,,,,,,,Y,46,,,[S]Size=UK 10,,,,,,,
SKU,,,,1028329,,,,,IND1028329,,,,,,,,,,Y,25,,,[S]Size=UK 5,,,,,,,
Product,Shoes/Men's Shoes/Cross Training Shoes,N,Adidas ,420421,2-7 Business  Days,7,6,5,IND420421,Adidas Men Black Court Blazer Tennis Shoes,2,1,BuyAdidas Men Black Court Blazer Tennis Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,4,"4,299",3,"4,299",,Y,,,By Product,Adidas Men Black Court Blazer Tennis Shoes,,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Black-COURT-BLAZER-Tennis-Shoes_3c0b30b44721cce655c93aa9ff4eea8a_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Black-COURT-BLAZER-Tennis-Shoes_d7420b85ac495aea0364a7b7021ecc9a_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Black-COURT-BLAZER-Tennis-Shoes_39f0750c133285ed16cbd61937093b7e_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Black-COURT-BLAZER-Tennis-Shoes_5e7e951c32bca374a7e16d200400b0cb_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Black-COURT-BLAZER-Tennis-Shoes_7a484631b23f5ea4b969d83fc7a8efb5_images_mini.jpg",
SKU,,,,2579037,,,,,IND2579037,,,,,,,,,,Y,26,,,[S]Size=UK 11,,,,,,,
SKU,,,,2579040,,,,,IND2579040,,,,,,,,,,Y,7,,,[S]Size=UK 12,,,,,,,
SKU,,,,1028330,,,,,IND1028330,,,,,,,,,,Y,25,,,[S]Size=UK 6,,,,,,,
SKU,,,,1402331,,,,,IND1402331,,,,,,,,,,Y,0,,,[S]Size=UK 7,,,,,,,
Product,Shoes/Men's Shoes/Cross Training Shoes,N,Adidas ,370461,2-7 Business  Days,7,6,5,IND370461,Adidas Men Green & Black Element Refine Tricot Sports Shoes,2,1,BuyAdidas Men Green & Black Element Refine Tricot Sports Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,4,"5,599",3,"5,599",,Y,,"4,479",By Product,Adidas Men Green & Black Element Refine Tricot Sports Shoes,,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Green---Black-Element-Refine-Tricot-Sports-Shoes_3f67549062831c70c71bb2df6379798c_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Green---Black-Element-Refine-Tricot-Sports-Shoes_80c4eb6272418e71316cf5e8505c3115_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Green---Black-Element-Refine-Tricot-Sports-Shoes_00dfa36677d7c76ba62e4055bc600cb3_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Green---Black-Element-Refine-Tricot-Sports-Shoes_da42c71c33db5fac9dc5968c4f1dfe95_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Green---Black-Element-Refine-Tricot-Sports-Shoes_430c99734c9b3e5707d9eda8262d91f2_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Green---Black-Element-Refine-Tricot-Sports-Shoes_bd94402ba4051e0adbe86811d4d63ec4_images_mini.jpg"
Product,Shoes/Men's Shoes/Cross Training Shoes,N,Adidas ,370486,2-7 Business  Days,7,6,5,IND370486,Adidas Men Grey Element Refine Tricot Sports Shoes,2,1,BuyAdidas Men Grey Element Refine Tricot Sports Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,4,"5,599",3,"5,599",,Y,,,By Product,Adidas Men Grey Element Refine Tricot Sports Shoes,,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Sports-Shoes_596f0585f6186b58eecd29bee3d543cd_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Sports-Shoes_aedeb965d1257a40f16ef3e82d180b9a_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Sports-Shoes_a84d70a1be5732e53d43d7318cb3b1b5_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Sports-Shoes_3a46e82ba2a41e6eaa57829719bddd17_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Sports-Shoes_66438625b1325afb42bbb17b0fe9f449_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Sports-Shoes_2acd9c9ca802b5e637bbafd0d2694a9c_images_mini.jpg"
SKU,,,,1028331,,,,,IND1028331,,,,,,,,,,Y,16,,,[S]Size=UK 7,,,,,,,
SKU,,,,1028332,,,,,IND1028332,,,,,,,,,,Y,4,,,[S]Size=UK 8,,,,,,,
SKU,,,,1402332,,,,,IND1402332,,,,,,,,,,Y,0,,,[S]Size=UK 8,,,,,,,
SKU,,,,1240825,,,,,IND1240825,,,,,,,,,,Y,2,,,[S]Size=UK 7,,,,,,,
SKU,,,,1240961,,,,,IND1240961,,,,,,,,,,Y,0,,,[S]Size=UK 7,,,,,,,
SKU,,,,1402333,,,,,IND1402333,,,,,,,,,,Y,0,,,[S]Size=UK 9,,,,,,,
SKU,,,,1402334,,,,,IND1402334,,,,,,,,,,Y,0,,,[S]Size=UK 10,,,,,,,
SKU,,,,1240826,,,,,IND1240826,,,,,,,,,,Y,3,,,[S]Size=UK 8,,,,,,,
SKU,,,,1240962,,,,,IND1240962,,,,,,,,,,Y,0,,,[S]Size=UK 8,,,,,,,
SKU,,,,1402335,,,,,IND1402335,,,,,,,,,,Y,0,,,[S]Size=UK 11,,,,,,,
SKU,,,,1240827,,,,,IND1240827,,,,,,,,,,Y,11,,,[S]Size=UK 9,,,,,,,
SKU,,,,1240963,,,,,IND1240963,,,,,,,,,,Y,0,,,[S]Size=UK 9,,,,,,,
SKU,,,,1402336,,,,,IND1402336,,,,,,,,,,Y,3,,,[S]Size=UK 12,,,,,,,
SKU,,,,1240822,,,,,IND1240822,,,,,,,,,,Y,7,,,[S]Size=UK 10,,,,,,,
SKU,,,,1240958,,,,,IND1240958,,,,,,,,,,Y,4,,,[S]Size=UK 10,,,,,,,
Product,Shoes/Men's Shoes/Cross Training Shoes,N,Adidas ,185350,2-7 Business  Days,7,6,5,IND185350,Adidas Men White Alcor SYN Sports Shoes,2,1,BuyAdidas Men White Alcor SYN Sports Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,4,"2,999",3,"2,999",,Y,,,By Product,Adidas Men White Alcor SYN Sports Shoes,,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-White-Alcor-SYN-Sports-Shoes_040d754fe8f8b08862d53ae11a19f4e6_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-White-Alcor-SYN-Sports-Shoes_f57c8c3513d54872dace24848d973571_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-White-Alcor-SYN-Sports-Shoes_858a319d67139ae40e86ee2e55c8f3f3_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-White-Alcor-SYN-Sports-Shoes_b8fbb589b67a29b0cf857671fc8f619c_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-White-Alcor-SYN-Sports-Shoes_18b5356d8cecb1d7e38e74d1f296d403_images_mini.jpg",
SKU,,,,1240823,,,,,IND1240823,,,,,,,,,,Y,6,,,[S]Size=UK 11,,,,,,,
SKU,,,,1240824,,,,,IND1240824,,,,,,,,,,Y,7,,,[S]Size=UK 12,,,,,,,
SKU,,,,1240959,,,,,IND1240959,,,,,,,,,,Y,3,,,[S]Size=UK 11,,,,,,,
SKU,,,,1368893,,,,,IND1368893,,,,,,,,,,Y,0,,,[S]Size=UK 4,,,,,,,
SKU,,,,1240960,,,,,IND1240960,,,,,,,,,,Y,1,,,[S]Size=UK 12,,,,,,,
SKU,,,,1139916,,,,,IND1139916,,,,,,,,,,Y,0,,,[S]Size=UK 5,,,,,,,
SKU,,,,630620,,,,,IND630620,,,,,,,,,,Y,0,,,[S]Size=UK 6,,,,,,,
SKU,,,,630621,,,,,IND630621,,,,,,,,,,Y,0,,,[S]Size=UK 7,,,,,,,
SKU,,,,630622,,,,,IND630622,,,,,,,,,,Y,0,,,[S]Size=UK 8,,,,,,,
SKU,,,,630623,,,,,IND630623,,,,,,,,,,Y,5,,,[S]Size=UK 9,,,,,,,
SKU,,,,630624,,,,,IND630624,,,,,,,,,,Y,5,,,[S]Size=UK 10,,,,,,,
SKU,,,,630625,,,,,IND630625,,,,,,,,,,Y,15,,,[S]Size=UK 11,,,,,,,
Product,Shoes/Women's Shoes/Cross Training Shoes,N,Adidas ,370474,2-7 Business  Days,7,6,5,IND370474,Adidas Women White Response Aspire STR Sports Shoes,2,1,BuyAdidas Women White Response Aspire STR Sports Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,4,"4,999",3,"4,999",,Y,,,By Product,Adidas Women White Response Aspire STR Sports Shoes,,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-White-Response-Aspire-STR-Sports-Shoes_2188b236da25e6340771d54a7125b501_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-White-Response-Aspire-STR-Sports-Shoes_4130070ffaceb4447ffefae2af6d077b_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-White-Response-Aspire-STR-Sports-Shoes_cb50d7917214902d64bb0c5694c14392_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-White-Response-Aspire-STR-Sports-Shoes_cef0dcbba461487dc94aaea0b9a8f479_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-White-Response-Aspire-STR-Sports-Shoes_bf0c4105978b768ac1fc4937b7d83f46_images_mini.jpg",
SKU,,,,1240893,,,,,IND1240893,,,,,,,,,,Y,1,,,[S]Size=UK 4,,,,,,,
SKU,,,,1240894,,,,,IND1240894,,,,,,,,,,Y,4,,,[S]Size=UK 5,,,,,,,
SKU,,,,1240895,,,,,IND1240895,,,,,,,,,,Y,2,,,[S]Size=UK 6,,,,,,,
SKU,,,,1240896,,,,,IND1240896,,,,,,,,,,Y,4,,,[S]Size=UK 7,,,,,,,
SKU,,,,1240897,,,,,IND1240897,,,,,,,,,,Y,0,,,[S]Size=UK 8,,,,,,,
Product,Shoes/Women's Shoes/Cross Training Shoes,N,Adidas ,516196,2-7 Business  Days,7,6,5,IND516196,Adidas Women White Response Aspire STR W Tennis Shoes,2,1,BuyAdidas Women White Response Aspire STR W Tennis Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,4,"4,999",3,"4,999",,Y,,,By Product,Adidas Women White Response Aspire STR W Tennis Shoes,,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-White-Response-Aspire-STR-W-Tennis-Shoes_ad9ca8bcfd1dc4954cf45befacf1b29e_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-White-Response-Aspire-STR-W-Tennis-Shoes_861885d76aed7bfc3d398e435068ae97_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-White-Response-Aspire-STR-W-Tennis-Shoes_f12f94f619976648a15ffbb1ebe0e8cd_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-White-Response-Aspire-STR-W-Tennis-Shoes_0f7b08f5f57b7a0cdb7a166449bcc082_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-White-Response-Aspire-STR-W-Tennis-Shoes_a87c2bd7cd852840b03ccd2e213c2842_images_mini.jpg",
SKU,,,,2279025,,,,,IND2279025,,,,,,,,,,Y,1,,,[S]Size=UK 5,,,,,,,
SKU,,,,2279028,,,,,IND2279028,,,,,,,,,,Y,3,,,[S]Size=UK 6,,,,,,,
SKU,,,,2279031,,,,,IND2279031,,,,,,,,,,Y,3,,,[S]Size=UK 7,,,,,,,
SKU,,,,2279037,,,,,IND2279037,,,,,,,,,,Y,1,,,[S]Size=UK 8,,,,,,,
Product,Shoes/Women's Shoes/Cross Training Shoes,N,Adidas ,370456,2-7 Business  Days,7,6,5,IND370456,Adidas Women Grey Epic Elite Sports Shoes,2,1,BuyAdidas Women Grey Epic Elite Sports Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,4,"5,899",3,"5,899",,Y,,,By Product,Adidas Women Grey Epic Elite Sports Shoes,,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Grey-Epic-Elite-Sports-Shoes_3ecfca756af1867c40b4becd1b8014cd_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Grey-Epic-Elite-Sports-Shoes_63c57122b749f05c46a14e3a1170ada0_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Grey-Epic-Elite-Sports-Shoes_2178978d5883f9ca97ee89d66f4d10ad_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Grey-Epic-Elite-Sports-Shoes_3ba000f4c88bc6b87277182a5559302a_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Grey-Epic-Elite-Sports-Shoes_57bdc6351b71d39aaee0b84b1c6c081b_images_mini.jpg",
SKU,,,,1240795,,,,,IND1240795,,,,,,,,,,Y,2,,,[S]Size=UK 4,,,,,,,
SKU,,,,1240796,,,,,IND1240796,,,,,,,,,,Y,1,,,[S]Size=UK 5,,,,,,,
SKU,,,,1240797,,,,,IND1240797,,,,,,,,,,Y,1,,,[S]Size=UK 6,,,,,,,
SKU,,,,1240798,,,,,IND1240798,,,,,,,,,,Y,0,,,[S]Size=UK 7,,,,,,,
SKU,,,,1240799,,,,,IND1240799,,,,,,,,,,Y,0,,,[S]Size=UK 8,,,,,,,
Product,Shoes/Women's Shoes/Cross Training Shoes,N,Adidas ,263329,2-7 Business  Days,7,6,5,IND263329,Adidas Women Grey Epic Elite Sports Shoes,2,1,BuyAdidas Women Grey Epic Elite Sports Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,4,"5,999",3,"5,999",,Y,,"2,999",By Product,Adidas Women Grey Epic Elite Sports Shoes,,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Grey-Epic-Elite-Sports-Shoes_83895b314b725bcb7ca213aab73aff30_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Grey-Epic-Elite-Sports-Shoes_5198a220d378b4fb8e6c4e8b4160f7ac_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Grey-Epic-Elite-Sports-Shoes_8365e843845b2e2e3e02fb89156859ac_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Grey-Epic-Elite-Sports-Shoes_3bc83d85bf98991d02ac6a753af2d322_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Women-Grey-Epic-Elite-Sports-Shoes_07b140ff7239c46a26a401478eabd309_images_mini.jpg",
SKU,,,,881829,,,,,IND881829,,,,,,,,,,Y,61,,,[S]Size=UK 4,,,,,,,
Product,Shoes/Men's Shoes/Cross Training Shoes,N,Adidas ,406498,2-7 Business  Days,7,6,5,IND406498,Adidas Men Pink & Blue F5 FG Football Shoes,2,1,BuyAdidas Men Pink & Blue F5 FG Football Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,4,"4,099",3,"4,099",,Y,,,By Product,Adidas Men Pink & Blue F5 FG Football Shoes,,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Pink---Blue-F10-FG-Football-Shoes_666da02af89dd74ee67745e945894144_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Pink---Blue-F10-FG-Football-Shoes_0a4adfe1edda5f82af708d64569173ef_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Pink---Blue-F10-FG-Football-Shoes_0cb17702bd92c19e875d6d46ecc682d2_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Pink---Blue-F10-FG-Football-Shoes_4832232bdabd1cffb2014aabbe9a5490_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Pink---Blue-F10-FG-Football-Shoes_88b218935b0eef71e337d865634ef595_images_mini.jpg",
SKU,,,,881830,,,,,IND881830,,,,,,,,,,Y,70,,,[S]Size=UK 5,,,,,,,
SKU,,,,1357684,,,,,IND1357684,,,,,,,,,,Y,0,,,[S]Size=UK 6,,,,,,,
SKU,,,,881831,,,,,IND881831,,,,,,,,,,Y,47,,,[S]Size=UK 6,,,,,,,
SKU,,,,1357685,,,,,IND1357685,,,,,,,,,,Y,3,,,[S]Size=UK 7,,,,,,,
SKU,,,,881832,,,,,IND881832,,,,,,,,,,Y,4,,,[S]Size=UK 7,,,,,,,
SKU,,,,1357686,,,,,IND1357686,,,,,,,,,,Y,11,,,[S]Size=UK 8,,,,,,,
SKU,,,,881833,,,,,IND881833,,,,,,,,,,Y,0,,,[S]Size=UK 8,,,,,,,
SKU,,,,1357687,,,,,IND1357687,,,,,,,,,,Y,9,,,[S]Size=UK 9,,,,,,,
Product,Shoes/Men's Shoes/Cross Training Shoes,N,Adidas ,370458,2-7 Business  Days,7,6,5,IND370458,Adidas Men Black AX2 Camo Sports Shoes,2,1,BuyAdidas Men Black AX2 Camo Sports Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,4,"6,299",3,"6,299",,Y,,,By Product,Adidas Men Black AX2 Camo Sports Shoes,,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Black-AX2-Camo-Sports-Shoes_b6b6ac6565854746537da3ec9ffddcda_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Black-AX2-Camo-Sports-Shoes_e6f7c4c84944d0b5a1051462c9091703_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Black-AX2-Camo-Sports-Shoes_eec251830242fcc73b42b8f5f3665f00_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Black-AX2-Camo-Sports-Shoes_155545414117dcb12a33871062899d6d_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Black-AX2-Camo-Sports-Shoes_740a863a48f8b8b45f0b3825bb10d331_images_mini.jpg",
Product,Shoes/Men's Shoes/Cross Training Shoes,N,Adidas ,545650,2-7 Business  Days,7,6,5,IND545650,Adidas Men White Hellion Sports Shoes,2,1,BuyAdidas Men White Hellion Sports Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,4,"2,799",3,"2,799",,Y,,,By Product,Adidas Men White Hellion Sports Shoes,,"http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Sports-Sandals_8ff3ec18ba88216927e479ac43f7e1e8_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Sports-Sandals_f9ad7f87dffecdb7c2ec51f43a653ca2_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Sports-Sandals_b1ae5276bbff74df46646a5cf1ae4798_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Sports-Sandals_d426c9c8e85eba92c21c8c4f1c876938_images_mini.jpg","http://assets.myntassets.com/h_480,q_95,w_360/v1/images/style/properties/Adidas-Men-Sports-Sandals_a5a0f85a0ca24d1c26beb1f4dccbc2b2_images_mini.jpg",
