Item Type,Product ID,Product Name,Brand Name,Price,Retail Price,Sale Price,Product Description,Product Code/SKU,Bin Picking Number,Category,Option Set,Product Availability,Current Stock Level,Free Shipping,Sort Order,Meta Description,Page Title,Product Image Description - 1,Product Image Is Thumbnail - 1,Track Inventory,Product Image Sort - 1,Product Image Sort - 2,Product Image Sort - 3,Product Image File - 1,Product Image File - 2,Product Image File - 3,Product Image File - 4,Product Image File - 5 ,Product Image File - 6,Product Image File - 7,Product Image File - 8
Product,,Diamond ALG 30,Ashaway,£100.00,£100.00,£100.00,"<div class=""article-content""><h2><strong>Overview </strong></h2>
<ul>
<li class=""first"">Can of 36 replacement grips</li>
<li class=""first"">Premium Quality</li>
<li class=""first"">Dual layer</li>
<li class=""last"">Excellent value</li>
</ul></div>",82,,,Grips,Diamond ALG 30,,N,,Buy Diamond ALG 30 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Diamond ALG 30 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Diamond ALG 30 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/356.jpg?533d687b,http://goode-sport.co.uk//data/img/products/gallery/357.jpg?533d720d
Product,,Zymax 70,Ashaway,£7.00,£7.00,£7.00,"<div class=""article-content""><table style=""width: 606px;"" border=""0"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td valign=""top"">
<h2>Overview</h2>
<div>Ashaway ZyMax 70 is the <strong>strongest 0.70mm string ever made</strong><br><br>- <strong>Maintains Tension</strong> Throughout string Life<br>- <strong>Unique ZyWeaVe Core</strong> prevents tension loss<br><br>Construction<br>- ZyWeaVe Core Prevents Tension Loss<br>- Braided Surface for Superior Control<br>- <strong>0.70mm</strong> / 21 Micro Gauge<br><br>Playability<br>- Micro gauge gives Excellent Feedback and sound<br>- Unrivalled Durability even at the very highest string tensions<br><br>Recommended Usage<br>- Professional, Amatuer and Recreational players<br>- Maintains tension at all tensions for Consistent Performance<br><br>Recommended tension - up to 35lbs.<br><br>Quite Simply the Best Badminton String in the World<br><br><a href=""http://www.ashawayusa.com/StringBrochures/ZyMax053111.pdf"" target=""_blank"">Download ZyMax Brochure Card</a><br><br><strong>Ashaway Zymax - Consistent Performance</strong><br><br>Available in 10m set and 200m reel<br>Available in Ivory White, Optic Yellow &amp; New Red.</div>
</td>
</tr>
<tr>
<td valign=""top"" height=""19""> </td>
<td> </td>
</tr>
</tbody>
</table></div>",131,,,Badminton String,Zymax 70,,N,,Buy Zymax 70 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Zymax 70 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Zymax 70 Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/655.jpg?54355bbe,http://goode-sport.co.uk//data/img/products/gallery/97.jpg?520cd3c0,http://goode-sport.co.uk//data/img/products/gallery/658.jpg?54355c62,http://goode-sport.co.uk//data/img/products/gallery/485.jpg?53ac1b78,http://goode-sport.co.uk//data/img/products/gallery/657.jpg?54355bbe,http://goode-sport.co.uk//data/img/products/gallery/498.png?53ac3c92,http://goode-sport.co.uk//data/img/products/gallery/656.jpg?54355bbe
SKU,,[S]Size= 200m 0.70mm,,,,,,131200m 0.70mm
SKU,,[S]Size= 10m 0.70mm,,,,,,13110m 0.70mm
SKU,,[S]Size= Black,,,,,,131Black
SKU,,[S]Size= Red,,,,,,131Red
SKU,,[S]Size= White,,,,,,131White
SKU,,[S]Size= Yellow,,,,,,131Yellow
Product,,Performance Pro Bag,Ashaway,£40.00,£40.00,£40.00,"<div class=""article-content""><h2>Overview</h2>
<p><span>A brand new collection for the Volkl Team series. This Back Pack features upgraded style with a color pallet of neon yellow with black patent leather accents to give it great shine!</span></p></div>",156,,,Luggage,Performance Pro Bag,,N,,Buy Performance Pro Bag Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Performance Pro Bag Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Performance Pro Bag Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/175.jpg?521f50f1
Product,,Towel Grips,Ashaway,£30.00,£30.00,£30.00,"<div class=""article-content""><h2>Overview</h2>
<ul>
<li><span style=""font-size: 12px;"">24 toweling replacement grips.</span></li>
<li><span style=""font-size: 12px;"">Various colours</span></li>
</ul></div>",78,,,Grips,Towel Grips,,N,,Buy Towel Grips Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Towel Grips Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Towel Grips Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/424.jpg?5396e6b0
Product,,Vibra Stop,Ashaway,£5.00,£5.00,£5.00,"<div class=""article-content""><h2><strong>Overview</strong></h2>
<p>Just like the Volkl equalizer, these Volkl Vibra Stops are designed to change the frequency of the strings upon ball impact. Comes in a 2-pack of the same colour.</p>
<p> </p>
<p> </p></div>",171,,,Accessories,Vibra Stop,,N,,Buy Vibra Stop Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Vibra Stop Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Vibra Stop Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/241.jpg?523051e2,http://goode-sport.co.uk//data/img/products/gallery/393.jpg?537a1e5a
Product,,Super Grip II,Ashaway,£5.00,£5.00,£5.00,"<div class=""article-content""><h2><strong>Overview</strong></h2>
<p><span>The Volkl Super Grip II is an ultra thin, PU-coated overgrip with a very high amount of tact.</span></p></div>",164,,,Grips,Super Grip II,,N,,Buy Super Grip II Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Super Grip II Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Super Grip II Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/183.jpg?5225c83d,http://goode-sport.co.uk//data/img/products/gallery/238.jpg?52305115,http://goode-sport.co.uk//data/img/products/gallery/239.jpg?52305115,http://goode-sport.co.uk//data/img/products/gallery/250.jpg?523054c3
SKU,,[S]Size= Black,,,,,,164Black
SKU,,[S]Size= White,,,,,,164White
SKU,,[S]Size= Yellow,,,,,,164Yellow
Product,,V Pro,Ashaway,£7.00,£7.00,£7.00,"<div class=""article-content""><h2><strong>Overview </strong></h2>
<p>A co-polymer with outstanding durability and tension hold, combined with excellent response time off the racquet. Volkl V-Pro offers control and spin while providing a soft feel. With this co-polymer technology it is geared towards the player who wants low powered control with a soft feel.</p>
<p> </p>
<h2><strong>Specification</strong></h2>
<ul>
<li><span style=""font-size: 12px;"">Power Rating: 6</span></li>
<li><span style=""font-size: 12px;"">Control Rating: 9</span></li>
<li><span style=""font-size: 12px;"">Durability Rating: 9</span></li>
</ul></div>",168,,,Tennis String,V Pro,,N,,Buy V Pro Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy V Pro Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy V Pro Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/670.jpg?543cf195,http://goode-sport.co.uk//data/img/products/gallery/233.jpg?52304af3,http://goode-sport.co.uk//data/img/products/gallery/673.jpg?543cf2fe
SKU,,[S]Size= 16g Reel,,,,,,16816g Reel
SKU,,[S]Size= 16g Set,,,,,,16816g Set
SKU,,[S]Size= 17g Reel,,,,,,16817g Reel
SKU,,[S]Size= 17g Set,,,,,,16817g Set
Product,,Super Tacky Tub,Ashaway,£80.00,£80.00,£80.00,"<div class=""article-content""><h2>Overview</h2>
<ul>
<li>Tub of 60 replacement grips</li>
<li>Excellent value</li>
</ul></div>",81,,,Grips,Super Tacky Tub,,N,,Buy Super Tacky Tub Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Super Tacky Tub Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Super Tacky Tub Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3
Product,,Zymax 69 Fire,Ashaway,£8.00,£8.00,£8.00,"<div class=""article-content""><h2>Overview</h2>
<h2>NEW Zymax Fire - Explosive Performance</h2>
<p> </p>
<p>After a year of intensive development in Ashaway’s lab and on badminton courts around the world, Ashaway Racket Strings is pleased to announce the launch of <strong>ZyMax® Fire.</strong></p>
<p> </p>
<p>Produced from Ashaway’s revolutionary BETA Polymer raw material, <strong>ZyMax® Fire </strong>strings are the first badminton strings to utilize this new polymer technology.  All <strong>ZyMax® Fire </strong>strings incorporate BETA fibers with ZyWeaVe technology to provide:</p>
<p> </p>
<p>·        <strong>Incredible knot and loop strength resulting in optimum toughness and durability </strong></p>
<p><strong>          in micro gauge strings</strong></p>
<p>·        <strong>Sensational elasticity and dynamic stiffness resulting in excellent feel and repulsion</strong></p>
<p>·        <strong>Maximum tension stability resulting in consistent, reliable performance</strong></p>
<p> </p>
<p><strong>ZyMax 69 Fire</strong> is a 0.69 mm string designed specifically for players who are especially concerned about durability and string life.  ZyMax 69 Fire is recommended for players at all performance levels and for use with extreme tensions and under the most demanding playing conditions.</p>
<p> </p></div>",285,,,Zymax Fire,Zymax 69 Fire,,N,,Buy Zymax 69 Fire Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Zymax 69 Fire Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Zymax 69 Fire Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/784.jpg?54b53a70,http://goode-sport.co.uk//data/img/products/gallery/818.jpg?54c10034,http://goode-sport.co.uk//data/img/products/gallery/785.jpg?54b53a70,http://goode-sport.co.uk//data/img/products/gallery/817.jpg?54c10034,http://goode-sport.co.uk//data/img/products/gallery/838.jpg?54c90c2f
SKU,,[S]Size= 200m 0.69mm,,,,,,285200m 0.69mm
SKU,,[S]Size= 10m 0.69mm,,,,,,28510m 0.69mm
SKU,,[S]Size= ORANGE,,,,,,285ORANGE
SKU,,[S]Size= WHITE,,,,,,285WHITE
Product,,Zymax 66 Fire,Ashaway,£8.00,£8.00,£8.00,"<div class=""article-content""><h2>Overview </h2>
<h2><span style=""font-family: Arial;"">NEW Zymax Fire - Explosive Performance</span></h2>
<p><span style=""font-family: Arial;""><span style=""font-family: Arial;""><span style=""font-family: Arial;"">After a year of intensive development in Ashaway’s lab and on badminton courts around the world, Ashaway Racket Strings is pleased to announce the launch of </span><strong><span style=""font-family: Arial;"">ZyMax® Fire.</span></strong></span></span></p>
<p> </p>
<p><span style=""font-family: Arial;""><span style=""font-family: Arial;"">Produced from Ashaway’s revolutionary BETA Polymer raw material, <span style=""font-family: Arial;""><strong>ZyMax® Fire </strong></span>products are the first badminton strings to utilize this new polymer technology.  All <span style=""font-family: Arial;""><strong>ZyMax® Fire </strong></span>strings incorporate BETA fibers with ZyWeaVe technology to provide:</span></span></p>
<p> </p>
<p><span style=""font-family: Arial;""><span style=""font-family: Arial;""><span style=""font-family: Arial;"">·</span></span><span style=""font-family: Arial;""><span style=""font-family: Arial;"">        </span></span><strong><span style=""font-family: Arial;"">Incredible knot and loop strength resulting in optimum toughness and durability</span></strong></span></p>
<p><span style=""font-family: Arial;""><strong><span style=""font-family: Arial;"">          in micro gauge strings</span></strong></span></p>
<p><span style=""font-family: Arial;""><span style=""font-family: Arial;""><span style=""font-family: Arial;"">·</span></span><span style=""font-family: Arial;""><span style=""font-family: Arial;"">        </span></span><strong><span style=""font-family: Arial;"">Sensational elasticity and dynamic stiffness resulting in excellent feel and repulsion</span></strong></span></p>
<p><span style=""font-family: Arial;""><span style=""font-family: Arial;""><span style=""font-family: Arial;"">·</span></span><span style=""font-family: Arial;""><span style=""font-family: Arial;"">        </span></span><strong><span style=""font-family: Arial;"">Maximum tension stability resulting in consistent, reliable performance</span></strong></span></p>
<p> </p>
<p><strong><span style=""font-family: Arial;"">ZyMax 66 Fire</span></strong><span style=""font-family: Arial;""> is a 0.66mm string, tailored specifically for players at the high performance end of the spectrum.  <strong>ZyMax 66 Fire</strong> is designed for precise shotmaking and is recommended for players that like a stiffer, more control-oriented string bed. <strong>ZyMax 66 Fire </strong>has superior toughness, tension stability and durability at all tensions when compared to all existing micro gauge badminton strings on the market.</span></p>
<p> </p>
<p> </p></div>",284,,,Zymax Fire,Zymax 66 Fire,,N,,Buy Zymax 66 Fire Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Zymax 66 Fire Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Zymax 66 Fire Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/786.jpg?54b53c98,http://goode-sport.co.uk//data/img/products/gallery/815.jpg?54c0fef0,http://goode-sport.co.uk//data/img/products/gallery/787.jpg?54b53c98,http://goode-sport.co.uk//data/img/products/gallery/816.jpg?54c0fef0,http://goode-sport.co.uk//data/img/products/gallery/837.jpg?54c90bde
SKU,,[S]Size= 200m 0.66mm,,,,,,284200m 0.66mm
SKU,,[S]Size= 10m 0.66mm,,,,,,28410m 0.66mm
SKU,,[S]Size= ORANGE,,,,,,284ORANGE
SKU,,[S]Size= WHITE,,,,,,284WHITE
Product,,Super Tacky Grip,Ashaway,£5.00,£5.00,£5.00,"<div class=""article-content""><h2>Overview</h2>
<ul>
<li><span style=""font-size: 12px;"">Packs of 3 over grips</span></li>
<li><span style=""font-size: 12px;"">PU surfaced</span></li>
<li><span style=""font-size: 12px;"">Available in Yellow, Blue, White and Black</span></li>
</ul></div>",80,,,Grips,Super Tacky Grip,,N,,Buy Super Tacky Grip Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Super Tacky Grip Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Super Tacky Grip Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/606.jpg?54216328,http://goode-sport.co.uk//data/img/products/gallery/605.jpg?54216328,http://goode-sport.co.uk//data/img/products/gallery/607.jpg?54216353,http://goode-sport.co.uk//data/img/products/gallery/604.jpg?54216328
SKU,,[S]Size= Black,,,,,,80Black
SKU,,[S]Size= Blue,,,,,,80Blue
SKU,,[S]Size= White,,,,,,80White
SKU,,[S]Size= Yellow,,,,,,80Yellow
Product,,Zymax 62 Fire,Ashaway,£8.00,£8.00,£8.00,"<div class=""article-content""><h2>Overview</h2>
<h2>NEW Zymax Fire - Explosive Performance</h2>
<p>After a year of intensive development in Ashaway’s lab and on badminton courts around the world, Ashaway Racket Strings is pleased to announce the launch of <strong style=""font-size: 12px;"">ZyMax® Fire.</strong></p>
<p>Produced from Ashaway’s revolutionary BETA Polymer raw material, <strong>ZyMax® Fire </strong>strings are the first badminton strings to utilize this new polymer technology. </p>
<p>All <strong style=""font-size: 12px;"">ZyMax® Fire </strong>strings incorporate BETA fibers with ZyWeaVe technology to provide:</p>
<p> </p>
<p>·        <strong>Incredible knot and loop strength resulting in optimum toughness and durability in</strong></p>
<p><strong>         micro gauge strings</strong></p>
<p>·        <strong>Sensational elasticity and dynamic stiffness resulting in excellent feel and repulsion</strong></p>
<p>·        <strong>Maximum tension stability resulting in consistent, reliable performance</strong></p>
<p> </p>
<p><strong>Ashaway ZyMax 62 Fire</strong> is a 0.62mm string that is designed for maximum repulsion and shuttle response.  BETA fibers provide superior strength and toughness characteristics for this micro gauge string. <strong>ZyMax</strong> <strong>62 Fire</strong> is recommended for high performance playability and usage by professional and advanced amateur players. </p>
<p> </p>
<p>The original ZyMax 62 string will be discontinued and replaced by this sensational new Fire model.</p>
<p> </p>
<h2> </h2>
<p><strong> </strong></p></div>",283,,,Zymax Fire,Zymax 62 Fire,,N,,Buy Zymax 62 Fire Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Zymax 62 Fire Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Zymax 62 Fire Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Option,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/780.jpg?54b52f26,http://goode-sport.co.uk//data/img/products/gallery/814.jpg?54c0fd9b,http://goode-sport.co.uk//data/img/products/gallery/781.jpg?54b53528,http://goode-sport.co.uk//data/img/products/gallery/813.jpg?54c0fd9b,http://goode-sport.co.uk//data/img/products/gallery/836.jpg?54c8eeb9
SKU,,[S]Size= 200m 0.62mm,,,,,,283200m 0.62mm
SKU,,[S]Size= 10m 0.62mm,,,,,,28310m 0.62mm
SKU,,[S]Size= ORANGE,,,,,,283ORANGE
SKU,,[S]Size= WHITE,,,,,,283WHITE
Product,,Spiral Grips,Ashaway,£58.00,£58.00,£58.00,"<div class=""article-content""><h2>Overview</h2>
<ul>
<li><span style=""font-size: 12px;"">Box of 24 replacement grips</span></li>
<li><span style=""font-size: 12px;"">Latest grip technology for vibration dampening</span></li>
<li><span style=""font-size: 12px;"">SPIRAL COLOUR with Black for ultimate contrast grip</span></li>
<li><span style=""font-size: 12px;"">Variety of colours</span></li>
<li><span style=""font-size: 12px;"">PU tacky surface</span></li>
<li><span style=""font-size: 12px;"">Universal size for all racket sports</span></li>
</ul></div>",77,,,Grips,Spiral Grips,,N,,Buy Spiral Grips Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Spiral Grips Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Spiral Grips Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3
Product,,Super Grip,Ashaway,£52.00,£52.00,£52.00,"<div class=""article-content""><h2><span>Overview</span></h2>
<ul>
<li><span style=""font-size: 12px;"">Box of 24 replacement grips </span></li>
<li><span style=""font-size: 12px;"">Latest grip technology for vibration dampening</span></li>
<li><span style=""font-size: 12px;"">Variety of colours</span></li>
<li><span style=""font-size: 12px;"">PU tacky surface</span></li>
<li><span style=""font-size: 12px;"">Universal size for all racket sports</span></li>
</ul></div>",76,,,Grips,Super Grip,,N,,Buy Super Grip Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Super Grip Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Super Grip Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/609.jpg?5421691a
Product,,Classic Soft PU Grips,Ashaway,£116.00,£116.00,£116.00,"<div class=""article-content""><h2><span>Overview</span></h2>
<ul>
<li><span style=""font-size: 12px;"">Box of 60 grips</span></li>
<li><span style=""font-size: 12px;"">Super soft feel </span></li>
<li><span style=""font-size: 12px;"">Perforated </span></li>
<li><span style=""font-size: 12px;"">Various colours</span></li>
<li><span style=""font-size: 12px;"">PU Tacky Surface</span></li>
<li><span style=""font-size: 12px;"">Superb Value</span></li>
</ul></div>",75,,,Grips,Classic Soft PU Grips,,N,,Buy Classic Soft PU Grips Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Classic Soft PU Grips Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Buy Classic Soft PU Grips Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,Y,By Product,1,2,3,http://goode-sport.co.uk//data/img/products/gallery/400.jpg?537b6dc7
